año,conglome,vivienda,hogar,ubigeop,codperso,mhogar,sexo,edad,estciv,reljh,ocu500,ocupinf,emplpsec,htop,htos,gnestudios,fac500a,ubidpto,htsemps,hocios,salanual,salsem,dominio,estrato,pobreza,estrsocial,zona,inghogpc,gashogpc,inghogpcs,gashogpcs,ln_salsem,ln_inghogpcs,ln_gashogpcs
2021,8541,54,11,180301,3,1,1,41,6,3,1,2,NA,0,2,8,3.045804023742676,18,2,166,25808.943359375,494.9656302080437,3,3,3,2,Urbana,45738.625,17794.49375,877.1783886205026,341.2639832076851,6.2044883262349,6.77671037946471,5.8326563220924355
2021,8541,96,11,180301,2,1,1,28,6,3,1,2,NA,20,21,8,2.4645371437072754,18,41,127,78200,1499.724794746744,3,3,3,2,Urbana,58267.07421875,13636.796875,1117.449819989874,261.5273963473455,7.313036900088754,7.018804421667324,5.566539044164025
2021,8542,96,11,180301,2,1,2,87,2,2,1,1,1,1,7,3,28.75621223449707,18,8,160,993.7272644042969,19.057767489040636,3,3,3,3,Urbana,6984.212239583333,3765.0192057291665,133.94368628486973,72.20578843388394,2.9474747606753033,4.897419460015008,4.27952021489962
2021,8545,8,11,180301,1,1,2,56,5,1,1,2,NA,57,7,10,3.9720282554626465,18,64,104,18127,347.64081015823825,3,3,3,2,Urbana,49505,17086.2421875,949.4101785669766,327.6810876936266,5.85116979201827,6.8558409271119665,5.792040841783102
2021,8550,27,11,180301,3,1,2,20,6,3,1,1,1,35,1,9,46.50990676879883,18,36,132,25265,484.5338483283439,3,3,3,5,Urbana,12506.931640625,5215.59912109375,239.85876582669934,100.02510641129953,6.18318729128136,5.480050274400107,4.6054212185897665
2021,8550,64,11,180301,1,1,1,43,5,1,1,2,NA,65,2,8,49.2965202331543,18,67,101,40732.9375,781.1789812227552,3,3,3,5,Urbana,62928.953125,23250.677734375,1206.8556433378274,445.903042108801,6.660804292883716,7.095773614390525,6.100101534011596
2021,8552,65,11,180301,4,1,1,37,5,3,1,1,1,47,5,8,157.4025421142578,18,52,116,6316,121.12866756547872,3,3,3,4,Urbana,14614.4345703125,5002.509765625,280.2765970115299,95.93846459680992,4.796853348930884,5.635776962039764,4.5637069921602595
2021,8555,84,11,180301,1,1,2,43,5,1,1,1,1,11,12,6,134.47694396972656,18,23,145,10425,199.93134252218425,3,3,3,4,Urbana,7407.01708984375,5028.1943359375,142.05226578966167,96.43104499246303,5.2979740202223535,4.956195058821784,4.568828193261906
2021,8555,99,11,180301,1,1,1,48,5,1,1,1,2,48,3,6,190.8549346923828,18,51,117,32742.220703125,627.9324836770683,3,3,3,4,Urbana,14679.0595703125,9948.697265625,281.51597955450313,190.79677704203257,6.442432650620215,5.640189211703989,5.2512088670582715
2021,8566,81,11,180301,1,1,2,60,5,1,1,1,1,72,25,6,103.8583755493164,18,97,71,24606,471.89550255164175,3,3,3,4,Urbana,19121,9077.8564453125,366.70380818865084,174.09573394100636,6.156757568175466,5.904554460048311,5.159605342975975
2021,8567,86,11,180301,1,1,2,53,5,1,1,1,1,21,12,7,2.607877492904663,18,33,135,22586,433.15580836508906,3,3,3,2,Urbana,13624.381510416666,13090.235677083334,261.28929366062624,251.04540938619323,6.071097497838967,5.565628198325583,5.525633836658056
2021,8567,111,11,180301,2,1,2,53,1,2,1,1,1,18,20,6,2.607877492904663,18,38,130,15566,298.52578203360383,3,3,3,2,Urbana,12265.854166666666,9368.90234375,235.23536601659413,179.6774315151248,5.698856301074685,5.460586570437492,5.191163196114614
2021,8568,30,11,180301,1,1,1,56,2,1,1,2,NA,31,18,8,3.4187002182006836,18,49,119,14373.48828125,275.65571307407146,3,3,3,2,Urbana,16632.04296875,11449.0263671875,318.9704249044453,219.57018821713984,5.619152670647404,5.76509838658854,5.391671945488784
2021,8568,30,11,180301,2,1,2,51,2,2,1,2,NA,32,30,10,2.5449633598327637,18,62,106,31828.240234375,610.4041055325845,3,3,3,2,Urbana,16632.04296875,11449.0263671875,318.9704249044453,219.57018821713984,6.414121205918441,5.76509838658854,5.391671945488784
2021,8568,47,11,180301,3,1,2,21,2,3,1,1,1,7,7,6,2.8043065071105957,18,14,154,2653,50.87941023610118,3,3,3,2,Urbana,16194.5984375,8456.4984375,310.58108462513593,162.17928879099554,3.9294583276930912,5.738445009391806,5.088702444200319
2021,8568,77,11,180301,3,1,2,27,2,4,1,2,NA,20,28,9,2.754395008087158,18,48,120,6277.1689453125,120.38396301917423,3,3,3,2,Urbana,13646.8896484375,5530.93603515625,261.72095622678256,106.07265869670177,4.79068632648798,5.5672788836200455,4.664124318694918
2021,8581,97,11,180205,1,1,1,53,1,1,1,1,2,84,21,5,109.00211334228516,18,105,63,28363.8125,543.9630803043176,6,7,3,6,Rural,12888.5283203125,3423.974365234375,247.17705229882688,65.66520782761172,6.298881377465216,5.510104890768154,4.184569223999932
2021,8593,67,11,180202,1,1,2,72,3,1,1,1,1,32,12,1,26.378887176513672,18,44,124,4328.157958984375,83.00570085254896,6,8,3,6,Rural,7561.50439453125,2224.454345703125,145.01503358139365,42.660733210142226,4.4189092904083624,4.976837416917868,3.7532789001937283
2021,8593,76,11,180202,1,1,1,46,2,1,1,1,2,48,6,4,106.10784912109375,18,54,114,14653.2705078125,281.02139520073683,6,8,2,6,Rural,4653.031684027777,1669.394748263889,89.23615073246363,32.01576337840606,5.638430805939683,4.491286234753085,3.46622838708462
2021,8595,10,11,180204,1,1,1,46,2,1,1,1,1,42,28,5,106.42430114746094,18,70,98,17059.8515625,327.1749665342741,6,6,3,6,Urbana,8054.390625,5129.433919270833,154.46763845125608,98.3726244468726,5.79049509365461,5.039984614535599,4.58876255851078
2021,8595,10,11,180204,2,1,2,44,2,2,1,1,1,28,42,3,53.21531295776367,18,70,98,4397,84.32595808825363,6,6,3,6,Urbana,8054.390625,5129.433919270833,154.46763845125608,98.3726244468726,4.434689742736161,5.039984614535599,4.58876255851078
2021,8595,37,11,180204,1,1,1,44,2,1,1,1,2,40,10,10,139.12718200683594,18,50,118,22874.318359375,438.6851970138792,6,6,3,6,Urbana,8801.106119791666,6328.408203125,168.78819781392417,121.36663290927433,6.083782064757822,5.128644661553512,4.798815988369386
2021,8606,24,11,180102,1,1,1,55,1,1,1,1,1,66,15,5,34.87629318237305,18,81,87,8497.84619140625,162.97225876209896,6,8,3,6,Rural,17829.654296875,4079.0791015625,341.9382945113333,78.22884997885619,5.093579994678956,5.834630295378526,4.359638505075784
2021,8606,83,11,180102,1,1,2,42,5,1,1,1,1,37,24,6,52.23799133300781,18,61,107,3663,70.24925732937754,6,8,3,6,Rural,2501.1954752604165,2471.1160481770835,47.96809297642472,47.3912277256747,4.252049736334166,3.870536060219358,3.8584371424950428
2021,8606,85,11,180102,1,1,1,83,6,1,1,1,1,28,28,3,16.053373336791992,18,56,112,4939.720703125,94.73429178517114,6,8,3,6,Rural,7743.1875,1371.0184326171875,148.49936424709787,26.29348257609737,4.551076044310049,5.000580677069266,3.2693210976787737
2021,8606,89,11,180102,2,1,1,59,1,2,1,1,2,31,11,8,34.87629318237305,18,42,126,18715.626953125,358.9295369671614,6,8,3,6,Rural,21533.173828125,4032.486328125,412.9646381026947,77.3352906747611,5.883126093366163,6.023361967267884,4.348150393127393
2021,9826,56,11,180104,1,1,2,52,5,1,1,2,NA,54,12,8,17.382705688476563,18,66,102,17692.572021484375,339.30932152765524,3,3,3,3,Urbana,14952.5458984375,6939.826171875,286.76091852270395,133.09244732983782,5.826912144232311,5.658648832085637,4.891043979462254
2021,9826,75,11,180104,2,1,2,43,2,2,1,2,NA,40,12,11,18.61429214477539,18,52,116,32452.482421875,622.3758636722354,3,3,3,3,Urbana,21054.943359375,14901.349609375,403.7931024046419,285.77907269014577,6.433544192665317,6.000902624020713,5.655219039197383
2021,9901,25,11,180106,1,1,1,64,3,1,1,1,1,30,60,1,100.25685119628906,18,90,78,19000.296875,364.38895563921454,6,5,3,1,Urbana,12312.3310546875,3789.024169921875,236.12670286247027,72.66615723179714,5.89822185658186,5.464368537494855,4.285875763524806
2021,9901,57,11,180106,1,1,1,26,1,1,1,2,NA,16,8,9,64.32706451416016,18,24,144,41353.553466796875,793.0811954608754,6,5,3,1,Urbana,17406.0546875,9067.511067708334,333.8144730634468,173.8973296020807,6.675925606634025,5.810585368776239,5.158465065302602
2021,9945,33,11,180208,1,1,1,34,2,1,1,1,1,39,1,6,98.888397216796875,18,40,128,7976.4169921875,152.97225494146855,6,8,3,6,Rural,4006.8203125,2534.135546875,76.84306612213744,48.59981985802477,5.030256564696464,4.341765239786949,3.883619824274574
2021,9945,50,11,180208,1,1,1,63,2,1,1,1,1,35,35,4,21.56957244873047,18,70,98,7213.20947265625,138.33541043279624,6,8,1,6,Rural,3162.1979166666665,376.3170572916667,60.644841707436036,7.2170335231003016,4.929681246626703,4.105034581607153,1.9764439990980958
2021,9945,87,11,180208,1,1,1,33,1,1,1,2,NA,46,1,6,98.888397216796875,18,47,121,23336.2841796875,447.5448082037536,6,8,3,6,Rural,8177.24169921875,4852.7587890625,156.8236845134956,93.0665304204887,6.103776662766483,5.055122145702739,4.5333146182558055
2021,9985,17,11,180103,1,1,1,47,6,1,1,1,2,44,6,6,104.46977233886719,18,50,118,23191.24609375,444.76325815691115,6,6,3,6,Urbana,25303.525390625,5608.5673828125,485.27269082895276,107.56147783902507,6.097542136460054,6.184710982066523,4.67806257097739
2021,9985,48,11,180103,2,1,2,51,2,2,1,1,1,4,48,3,57.85743713378906,18,52,116,617,11.83286698668467,6,6,3,6,Urbana,9246.275390625,1216.1343994140625,177.32568366210933,23.323106298538487,2.470880997460739,5.177988062499352,3.1494445558078668
2021,9985,73,11,180103,1,1,1,40,2,1,1,2,NA,56,7,8,136.57205200195313,18,63,105,28533.865234375,547.2243629405922,6,6,3,6,Urbana,15396.272135416666,3561.1744791666665,295.2707297717746,68.29644072666973,6.304858888234974,5.687892663524823,4.223857652871407
2021,9985,73,11,180103,2,1,2,39,2,2,1,1,1,30,20,8,52.334510803222656,18,50,118,9448,181.19437162106442,6,6,3,6,Urbana,15396.272135416666,3561.1744791666665,295.2707297717746,68.29644072666973,5.199570331432549,5.687892663524823,4.223857652871407
2021,10298,17,11,180303,1,1,1,49,2,1,1,2,NA,50,4,10,197.28768920898438,18,54,114,51125.17578125,980.4820173264242,3,3,3,4,Urbana,31264.224609375,10210.810546875,599.5873764093482,195.8236029617647,6.888044305158602,6.396241712653496,5.27721426911201
2021,10679,60,11,180101,1,1,2,55,6,1,1,2,NA,53,8,3,141.69544982910156,18,61,107,7006,134.3615334014794,3,3,2,4,Urbana,2580.090087890625,1111.8907470703125,49.481139098336016,21.323914609089876,4.9005341773127835,3.901591568648467,3.0598291945016376
2021,10682,23,11,180101,1,1,1,35,6,1,1,2,NA,53,35,11,156.53143310546875,18,88,80,48488,929.9060850086973,3,3,3,4,Urbana,21972.278125,5325.66484375,421.3858094774169,102.13595415195549,6.835083597186473,6.043548826093583,4.6263048096258395
2021,10694,48,11,180301,1,1,2,34,1,1,1,2,NA,16,10,5,60.34197235107422,18,26,142,7048.38427734375,135.17438188792244,3,3,3,5,Urbana,16673.115234375,10169.5009765625,319.75811154299055,195.0313652781587,4.90656566257718,5.767564808528081,5.273160393209463
2021,10694,73,11,180301,2,1,2,34,2,2,1,1,1,84,17,6,60.34197235107422,18,101,67,13423,257.4271856762858,3,3,2,5,Urbana,10540.123046875,1601.514892578125,202.1391799626603,30.713958996874457,5.550736906042988,5.308956469859126,3.4247172417047085
2021,10695,14,11,180301,1,1,2,41,6,1,1,1,2,72,12,6,43.673927307128906,18,84,84,24962.2890625,478.7284378601881,3,3,3,5,Urbana,28660.2578125,12331.0615234375,549.6483282000042,236.4859170364038,6.171133501068456,6.309278670448346,5.465888658744187
2021,10706,34,11,180301,1,1,1,79,6,1,1,2,NA,84,4,11,4.611318588256836,18,88,80,25433.337890625,487.76224357726556,3,3,3,2,Urbana,78303.359375,12810.24609375,1501.7070277065527,245.6757505576023,6.189828081345554,7.314357758509175,5.504012579327175
2021,10706,42,11,180301,1,1,2,52,5,1,1,1,2,62,7,8,2.5449633598327637,18,69,99,48893.5859375,937.684439060735,3,3,3,2,Urbana,30695.1953125,9999.779947916666,588.67449475384,191.77644411639295,6.843413473492891,6.377873390403709,5.256330340081083
2021,10706,59,11,180301,1,1,1,72,2,1,1,1,1,21,12,6,1.8122996091842651,18,33,135,8094,155.2272696762167,3,3,3,2,Urbana,27875.361979166668,9979.6328125,534.5955437685029,191.39006101501835,5.044890298991162,6.281510468033158,5.254313549849337
2021,10712,15,11,180303,1,1,1,43,2,1,1,2,NA,48,50,8,3.6328415870666504,18,98,70,154402.7265625,2961.145746832263,3,3,3,2,Urbana,34872.134375,13033.6734375,668.7801095642935,249.9606549980918,7.993331549055793,6.505455320844224,5.52130352546908
2021,18883,24,11,180101,1,1,1,52,2,1,1,2,NA,47,3,8,4.123420238494873,18,50,118,19228.23828125,368.76043107019365,3,3,3,2,Urbana,18617.328125,11231.204427083334,357.0443555114886,215.3927845801314,5.910147194901924,5.877860019192072,5.372463266390247
2021,18883,55,11,180101,1,1,1,50,1,1,1,1,1,35,4,4,4.123420238494873,18,39,129,9700,186.02724436116904,3,3,3,2,Urbana,13663.95703125,13194.4443359375,262.04827562812966,253.043929968174,5.225893138046826,5.568528744910286,5.533563109892335
2021,18884,16,11,180101,1,1,2,45,5,1,1,1,1,0,4,4,53.84138870239258,18,4,164,5567,106.76429581016784,3,3,3,5,Urbana,9349.2890625,5416.595052083333,179.3012867044219,103.87981972777374,4.670623561738859,5.189067556850937,4.643234651403879
2021,18884,58,11,180101,1,1,1,26,1,1,1,2,NA,66,3,7,59.868492126464844,18,69,99,34742.48291015625,666.2936451589047,3,3,3,5,Urbana,19017.028645833332,12801.7421875,364.70983865173076,245.51266207863392,6.501730482015737,5.899102074834165,5.50334852259959
2021,18885,3,11,180101,2,1,2,47,2,2,1,1,1,3,15,6,75.839752197265625,18,18,150,4906,94.08759390060776,3,3,3,5,Urbana,17620.2703125,9891.17265625,337.9227145498237,189.69356626213735,4.544226198373786,5.822817214159402,5.245409961037087
2021,18886,56,11,180104,1,1,1,69,5,1,1,1,1,72,3,3,76.22647857666016,18,75,93,13167,252.5176006704652,3,3,3,3,Urbana,32634.150390625,12425.0087890625,625.8599040449419,238.28764393738172,5.531480951911695,6.439126550598794,5.473478531889146
2021,18886,73,11,180104,2,1,2,15,6,3,1,1,2,20,12,5,37.22747039794922,18,32,136,11822.7900390625,226.73825274510048,3,3,3,3,Urbana,18245.0546875,8840.2705078125,349.90487079736647,169.53929504903832,5.423796280575376,5.857661319817955,5.133084729150135
2021,18886,90,11,180104,2,1,2,52,2,2,1,2,NA,51,5,10,42.021148681640625,18,56,112,49216.203125,943.8716129137429,3,3,3,3,Urbana,30260.005859375,9924.13671875,580.3284025126144,190.3257532425316,6.8499901536268775,6.363594154532016,5.248737094849132
2021,18887,43,11,180101,1,1,2,46,5,1,1,2,NA,24,5,8,53.67982482910156,18,29,139,17470.9990234375,335.0599798522426,3,3,2,5,Urbana,6783.7646484375,2014.3270263671875,130.0994890663446,38.63089752137276,5.814309560133595,4.868299458272813,3.6540524101999736
2021,18888,58,11,180101,2,1,2,58,2,2,1,2,NA,0,20,10,39.71498489379883,18,20,148,36296.611328125,696.098823197885,3,3,3,1,Urbana,47107.890625,15581.1890625,903.4382557356803,298.81707888322285,6.545491637608452,6.8062077687216185,5.69983160986891
2021,18888,89,11,180101,5,1,2,65,5,6,1,1,1,4,12,3,25.574932098388672,18,16,152,1269,24.336966298383867,3,3,3,1,Urbana,9258.13359375,7794.99765625,177.553101069369,149.49298286535654,3.191996441269739,5.179269725129947,5.0072494543736745
2021,18889,29,11,180101,1,1,1,29,5,1,1,1,1,18,20,10,59.688838958740234,18,38,130,14672,281.3805906460899,3,3,3,5,Urbana,11657.2734375,14938.4873046875,223.56396436523477,286.49130187786835,5.639708168051597,5.4096975671358205,5.65770817575629
2021,18889,72,11,180101,1,1,2,58,3,1,1,1,2,56,4,1,81.5179672241211,18,60,108,7949.599990844727,152.45795670829062,3,3,3,5,Urbana,7242.9052734375,5130.52587890625,138.904918472841,98.39356612129839,5.02688886432084,4.933789659305014,4.588975416974365
2021,18889,93,11,180101,1,1,2,42,4,1,1,1,1,22,21,7,67.635406494140625,18,43,125,7551,144.81357960527706,3,3,3,5,Urbana,6876.10400390625,4076.6943359375,131.8703793595341,78.18311478528237,4.975447257358777,4.881819465584516,4.359053700774576
2021,18889,136,11,180101,3,1,1,21,6,3,1,1,1,15,2,7,53.25152587890625,18,17,151,39148,750.7829445619634,3,3,3,5,Urbana,18448.45625,6277.996484375,353.80571947475113,120.39983361828745,6.621116588101062,5.868747947436599,4.790818150965854
2021,18890,82,11,180101,2,1,2,57,2,2,1,2,NA,30,13,6,54.234588623046875,18,43,125,17170,329.28740058569815,3,3,3,3,Urbana,35717.955357142855,9542.996651785714,685.0013205468598,183.01622371954215,5.796930927446873,6.529420766066002,5.209574803117017
2021,18890,82,11,180101,4,1,2,21,6,3,1,1,2,6,7,9,46.30329513549805,18,13,155,2113.234130859375,40.52774454162264,3,3,3,3,Urbana,35717.955357142855,9542.996651785714,685.0013205468598,183.01622371954215,3.701986789983005,6.529420766066002,5.209574803117017
2021,18890,115,11,180101,1,1,2,43,1,1,1,1,1,72,7,3,44.99840545654297,18,79,89,26414,506.56944665524935,3,3,3,3,Urbana,10622.1142578125,2912.865234375,203.71161285261275,55.86312296352907,6.227661425159101,5.3167053311935035,4.022904465927604
2021,18891,98,11,180104,2,1,1,32,2,2,1,2,NA,54,8,6,106.07437133789063,18,62,106,48390.90625,928.0440146213579,3,3,3,4,Urbana,24833.49609375,8658.26953125,476.2584377499142,166.04886823038228,6.833079161210332,6.165960643344153,5.1122821319632274
2021,18892,92,11,180101,1,1,2,66,5,1,1,1,1,26,12,6,52.6524543762207,18,38,130,4338,83.19445216894343,3,3,3,5,Urbana,10228.279296875,11228.50390625,196.15861980969606,215.34099381219687,4.421180664942171,5.2789236166795375,5.37222278946096
2021,18893,13,11,180101,1,1,1,66,5,1,1,2,NA,48,12,6,5.071964263916016,18,60,108,30989.248046875,594.3138576273088,3,3,3,2,Urbana,39713.27734375,28752.369140625,761.6238710112019,551.4148453696477,6.387407559663122,6.635452826225465,6.312487421277056
2021,18894,19,11,180101,1,1,2,41,1,1,1,1,1,35,7,6,93.40851593017578,18,42,126,14830,284.41072514186976,3,3,3,5,Urbana,8246.873046875,5348.89404296875,158.15907912438703,102.58144527766484,5.65041940868733,5.063601356414879,4.630657071135264
2021,18894,31,11,180101,1,1,1,65,2,1,1,2,NA,40,16,10,158.23233032226563,18,56,112,31966.875,613.0628522771077,3,3,3,5,Urbana,16005.3671875,12640.0869140625,306.9519951421958,242.41242650605358,6.418467462942957,5.726691367745509,5.490640517345099
2021,18895,77,11,180101,4,1,1,39,1,4,1,2,NA,40,6,11,50.69799041748047,18,46,122,24580.064453125,471.39810891080094,3,3,3,3,Urbana,9817.1025390625,5597.353515625,188.27304463431264,107.34641754917736,6.155702978849523,5.237893274244001,4.676061152078864
2021,18896,11,11,180101,1,1,1,56,2,1,1,2,NA,48,24,5,87.23523712158203,18,72,96,67183.03515625,1288.4407111274977,3,3,3,5,Urbana,26994.713541666668,8550.676432291666,517.7064095335447,163.98544063125883,7.161188015162967,6.249408304618436,5.099777647244654
2021,18896,11,11,180101,3,1,1,29,6,3,1,2,NA,24,8,6,61.370635986328125,18,32,136,10606.17333984375,203.40589686886904,3,3,3,5,Urbana,26994.713541666668,8550.676432291666,517.7064095335447,163.98544063125883,5.315203474683246,6.249408304618436,5.099777647244654
2021,18896,24,11,180101,1,1,1,34,6,1,1,1,1,60,5,8,72.33203125,18,65,103,17302,331.8189053543244,3,3,3,5,Urbana,17554.87890625,5737.6328125,336.6686338168763,110.03670322325763,5.804589354295671,5.81909916417055,4.700813975804386
2021,18896,47,11,180101,3,1,2,42,5,3,1,2,NA,30,25,9,69.5411148071289,18,55,113,26669.6796875,511.47288868666686,3,3,3,5,Urbana,21604.810546875,5827.7568359375,414.33849185363687,111.76510773158954,6.237294580441815,6.026683252934777,4.716399416585022
2021,18898,74,11,180101,1,1,1,61,2,1,1,1,2,60,8,10,46.1160888671875,18,68,100,48203.62890625,924.4523972822763,3,3,3,3,Urbana,49608.182291666664,18413.798177083332,951.3890154108549,353.1410446500546,6.829201559271416,6.857923038220845,5.8668675370456596
2021,18898,86,11,180101,1,1,2,61,6,1,1,2,NA,0,20,11,24.493473052978516,18,20,148,33207.83984375,636.8621584865821,3,3,3,3,Urbana,60065.55859375,33283.95703125,1151.9412728051184,638.3219389648447,6.456553240455288,7.0492038614886114,6.458842762601698
2021,18899,9,11,180101,1,1,2,44,5,1,1,2,NA,42,20,8,88.2115707397461,18,62,106,43110.341796875,826.7729987567819,3,3,3,5,Urbana,18731.3671875,6155.86328125,359.231404227613,118.05755493557129,6.717530169747472,5.88396676085701,4.77117225924378
2021,18899,31,11,180101,1,1,2,54,5,1,1,2,NA,58,48,6,82.37518310546875,18,106,62,83893.0546875,1608.906575727472,3,3,3,5,Urbana,50803.7109375,8927.828125,974.3169431984029,171.21848084782397,7.38331008174384,6.881736654404694,5.142940406759057
2021,18899,52,11,180101,1,1,2,24,1,1,1,1,1,18,16,10,90.76958465576172,18,34,134,7525,144.3149498781234,3,3,3,5,Urbana,27733.66015625,9702.603515625,531.8779767954985,186.07717475677418,4.971998063172428,6.276414096107273,5.226161505705685
2021,18899,63,11,180101,2,1,2,45,2,2,1,1,2,40,3,4,70.01039123535156,18,43,125,16045.2890625,307.71761951291546,3,3,3,5,Urbana,19898.80859375,6912.886067708333,381.6206730686249,132.57578822252566,5.729182542674017,5.944427112814871,4.887154468489402
2021,18900,20,11,180101,1,1,2,33,5,1,1,2,NA,55,10,8,253.0688018798828,18,65,103,38182.0849609375,732.2585617780657,3,3,3,4,Urbana,21969.08203125,12926.2392578125,421.32451457916613,247.90027516330125,6.596133678064295,6.043403355232223,5.513026549017541
2021,18900,20,11,180101,4,1,2,29,6,11,1,2,NA,24,6,10,189.76634216308594,18,30,138,21586.7041015625,413.9912452426409,3,3,3,4,Urbana,21969.08203125,12926.2392578125,421.32451457916613,247.90027516330125,6.025844826844812,6.043403355232223,5.513026549017541
